Region,Site Name,SiteID,Assemblage,LabID,C14Age,C14SD,Delta 13,Material,MaterialID,Source,NZTM N,NZTM E,Longitude,Latitude
Central,Clarence Gardens,P30/36,Feature 11,Wk18825,213,33,-26.2,Charcoal,Hebe sp. And Pseudopanax arboreus,Habberfield-Short 2006a,5335324,1676202,173.9220003,-42.13049129
Central,Clarence Gardens,P30/36,Feature 13,Wk18812,214,32,-23.5,Charcoal,"Olearia sp., Myoporum sp., Melicytus sp. and Kanuka sp.",Habberfield-Short 2006a,5335621,1676194,173.9218647,-42.12781749
Central,Clarence stone row,P30/5,Top surface of Maori plaggen,NZ3113,382,59,-25.4,Charcoal,Coprosma sp. Hebe sp. Podocarpus spicatus,NZRD,5423095,1676689,173.9165831,-41.33998561
Central,Clarence Gardens,P30/38,Feature 1,Wk18820,229,35,-28.1,Charcoal,Hebe sp. And Myoporum sp.,Habberfield-Short 2006a,5335324,1676202,173.9220003,-42.13049129
Central,Clarence Gardens,P30/38,Feature 14,Wk18811,190,38,-23.4,Charcoal,Melicytus sp.,Habberfield-Short 2006a,5335621,1676194,173.9218647,-42.12781749
Northern,"Pouto , Kaipara",Q09/237,"Western defences. Sample from layer C - sandy layer with cultural material, showing signs of topsoil development.",NZ6551,174,28,-26.01,Charcoal,Leptospermum sp. [probably ericoides],NZRD,5976801,1702613,174.1435584,-36.34839812
Northern,Jock's Knob,Q09/261,"Sample from a lens at the top of a pit fill, lying below a defensive bank.",NZ6550,456,33,-25.25,Charcoal,"Leptospermum sp., Pseudopanax sp., Coprosma sp.",NZRD,5979625,1702876,174.1461158,-36.32291555
Northern,Jock's Knob,Q09/261,Sample from a charcoal rich lens in an oven which immediatly post dates the building of the bank,NZ6584,230,50,-25.98,Charcoal,Ptenidium esculentum - dominant; Coriaria arborea - minor; Unidentified - trace,NZRD,5979625,1702876,174.1461158,-36.32291555
Northern,Matauriki Pa,Q09/262,Western ditch and bank defence. Sample from the bottom of the first period of bank construction,NZ6512,106,41,-25.03,Charcoal,Leptospermum scoparium,NZRD,5979578,1705250,174.1725654,-36.32308269
Northern,Waller Excavation,Q09/429,"Area 1/44 - 4 terraces, 3 pits, midden. Sample is from a small house post at the back of a terrace in layer 4.",NZ7581,339,48,-26.92,Charcoal,Beilschmiedia tarairi,NZRD,5956177,1713369,174.2664196,-36.5330767
Northern,Mt Tikorangi,Q07/1284,Ditch 3,Wk29070,170,30,-24.7,Charcoal,Leptospermum sp.,Johnson and Callaghan 2011,6037074,1717963,174.3055747,-35.8033701
Northern,Mt Tikorangi,Q07/1284,Between Ditch 3 and 7,Wk29071,135,30,-24,Charcoal,Leptospermum sp.,Johnson and Callaghan 2011,6037074,1717963,174.3055747,-35.8033701
Northern,Waipu South 515,Q08/515,Feature 1,Wk20429,414,36,-28.8,Charcoal,Short lived species,"Baquie et al., 2007",6009862,1732959,174.4760507,-36.04671704
Central,Kuwhatahi,Q18/87,H4,Wk9189,240,50,-26.1,Charcoal,Hebe sp. Coprosma sp.,Talyor 2001,5707782,1739181,174.6020532,-38.76770809
Central,Pohukura,Q19/00,Feature 1029,Wk24674,275,35,-28,Charcoal,Melicytus sp.,Gibb 2011,5683458,1709757,174.2673403,-38.99100289
Central,Pohukura,Q19/00,Feature 171,Wk24675,179,30,-25,Charcoal,Pteridium sp.,Gibb 2011,5683458,1709757,174.2673403,-38.99100289
Central,Pohukura,Q19/00,Feature 2011,Wk24676,354,31,-25.8,Charcoal,"Pseudopanax sp., Coprosma sp.",Gibb 2011,5683458,1709757,174.2673403,-38.99100289
Central,Pohukura,Q19/00,Feature 890,Wk24677,261,35,-26.4,Charcoal,"Pseudopanax arboreus, Coriaria sp., Melicytus sp.",Gibb 2011,5683458,1709757,174.2673403,-38.99100289
Central,Pohukura,Q19/00,Feature 1930,Wk24678,549,35,-26.6,Charcoal,"Coprosma sp., Melicytus sp.",Gibb 2011,5683458,1709757,174.2673403,-38.99100289
Central,Johnston Site,Q22/77,"Area A, Sq G5, Stratum 2  sample from the firescoop",NZ7778,475,46,-26.1,Charcoal,"Melicytus ramiflorus, Pseudopanax arboreus",NZRD,5594582,1739058,174.6240164,-39.78735958
Central,Johnston Site,Q22/77,Shallow firescoop dug into the fill of a small bin-pit. Sample from the pit fill layer B4,NZ7779,126,46,-25.3,Charcoal,"Melicytus ramiflorus, Pseudopanax arboreus",NZRD,5594582,1739058,174.6240164,-39.78735958
Central,Johnston Site,Q22/77,"T21 section A-B. Sample from below the lake edge peat deposit, 500mm below the surface of the lake bed.",NZ7780,481,46,-26.8,Charcoal,Bracken (Pteridium aquilinum),NZRD,5594582,1739058,174.6240164,-39.78735958
Central,Johnston Site,Q22/77,"Area B, Sq R19 Feature 1",NZ7811,299,29,-26.6,Charcoal,Melicytus sp. Coprosma sp. Hebe sp.,NZRD,5594582,1739058,174.6240164,-39.78735958
Central,Johnston Site,Q22/78,"Area A, Sq D13, unit L",NZ7813,538,34,-26.4,Wood,"Maitai, Coprosma",NZRD,5594582,1739058,174.6240164,-39.78735958
Central,Te Ika-a-Maru,Q27/36,Layer 3,NZA2182,413,90,-25.7,Charcoal,"Coprosma sp. Olearia sp. Kunzea ericoides, Dysoxylum spectabile",NZRD,5432489,1739380,174.6634771,-41.24699834
Central,Tikorangi,Q19/352,Feature 4 ,Wk20585,189,39,-27.4,Charcoal,"Melicytus sp., Hebe sp.",Hawkins 2008a,5677888,1710553,174.2774321,-39.04108333
Central,Tikorangi,Q19/354,Feature 35,Wk20587,189,39,-25.4,Charcoal,Pteridium sp.,Hawkins 2008a,5677878,1709942,174.2703753,-39.04125052
Central,Tikorangi,Q19/354,Feature 38,Wk20588,212,35,-25.4,Charcoal,Pteridium sp.,Hawkins 2008a,5678621,1709170,174.2613378,-39.03465356
Central,Tikorangi,Q19/357,Feature 76,Wk20589,187,36,-25.9,Charcoal,Hebe sp.,Hawkins 2008a,5678462,1709265,174.2624607,-39.03607414
Northern,Maugarei (Mt Wellington),R11/12,A layer of shell midden and charcoal just above the old ground surface at the top of the crater scarp.,NZ8127,391,44,-26.7,Charcoal,Melicytus ramiflorus,NZRD,5915317,1764375,174.8447551,-36.89382451
Northern,Maugarei (Mt Wellington),R11/12,"Square M-9, layer 3. Sample from a depression in the garden of a flat area on the western side of the mountain, adjacent to a large oven.",NZA0827,233,106,-25.7,Charcoal,Melicytus ramiflorus,NZRD,5915317,1764375,174.8447551,-36.89382451
Northern,Maungarei (Mt Welington),R11/12,"Square M-9, layer 3. Sample from a depression in the garden of a flat area on the western side of the mountain, adjacent to a large oven.",NZA1618,403,49,-26.7,Charcoal,Melicytus ramiflorus,NZRD,5915317,1764375,174.8447551,-36.89382451
Northern,Maungarei (Mt Welington),R11/12,"Square M-9, layer 3. Sample from a depression in the garden of a flat green area on the western side of the mountain, adjacent to a large oven.",NZA1619,383,54,-26.4,Charcoal,Melicytus ramiflorus,NZRD,5915317,1764375,174.8447551,-36.89382451
Northern,"Mutukaroa, Hamlin's Hill",R11/142,Pit KSample from a charcoal-rich layer just above the floor in the fill of the pit.,NZ5962,411,76,-25.9,Charcoal,"Coprosma sp. - dominant; Metrosideros sp., Podoarpus sp. - minor",NZRD,5912215,1763381,174.834274,-36.92194599
Central,Tikorangi,Q19/359,Feature 84,Wk20590,213,34,-26.8,Charcoal,Hebe sp.,Hawkins 2008a,5679163,1709035,174.2596917,-39.02978747
Central,Tikorangi,Q19/359,Feature 93,Wk20591,191,34,-24.9,Charcoal,"Coriaria sp., Hebe sp. ",Hawkins 2008a,5679163,1709035,174.2596917,-39.02978747
Northern,Puketapapa Pa,R11/19,"Area IPit C, Layer 3. Sample from the bottom of the pit, associated with a human burial",NZ4471,305,56,-25.4,Charcoal,"Coprosma sp. - 80%, Hebe sp. - 20%",NZRD,5913410,1754699,174.7365991,-36.91264353
Northern,Puketapapa Pa,R11/19,"Area Inear Pit C, layer 2 - stone edged hearth on level ground.",NZ4472a,288,45,-25.6,Charcoal,"Coprosma sp. - 46%, Leptospermum sp. [probably scoparium] - 42%, Hebe sp. - 12%",NZRD,5913410,1754699,174.7365991,-36.91264353
Central,Taranaki Kainga,Q19/66,Feature 6,Wk30542,196,35,-25.2,Charcoal,"Coriaria sp., Hebe sp., Coprosma sp.",Bader 2011,5684060,1712504,174.2989527,-38.98523064
Northern,Station Bay Pa - Motutapu,R10/26,"Buried bracken fronds forming a distinct layer in the base of kumera pit dug into natural clay and deliberatly filled with clay-derived material, adjacent to a pit containing a human burial",NZ4349,35,66,-23.6,Charcoal,Pteridium aquilinum ,Davidson 1972,5931633,1772441,174.9315339,-36.74538492
Northern,Whangaparoa,R10/80,B2/58,Wk20432,378,36,-26.1,Charcoal,Short lived species,Bickler et al. 2008,5945498,1770361,174.9051628,-36.62083839
Northern,Clevedon Pa,R11/108,"Layer 2, Area 1, Square 3-4, Layer 4",Wk2756,320,50,-25.6,Charcoal,"Melicytus ramiflorus, Olearia sp., Pittosporum sp. [eugenioides?], Coprosma sp., Pseudopanax arboreus, Auicennia resinifera, Pseudopanax crassifolius",Young 2010,5922409,1760660,174.80158,-36.8305643
Northern,Clevedon Pa,R11/108,"Layer 3, Area 1, Square 5-6, Layer 2",Wk2757,360,50,-26.1,Charcoal,"Olearia sp., Coprosma sp., Leptospermum scoparium, Metrosideros excelsa/Kunzea ericoides, Beilschmeidia tarairi",Young 2010,5922409,1760660,174.80158,-36.8305643
Northern,Wiri Railway Site,R11/1188,"Area 1025 - constructed mound on lava flow spur. Sample from layer 1B, 50cm below the surface.",NZ7019,372,60,-25.54,Charcoal,Myrsine australis,Baquie and Lawlor 1995/Database,5903019,1765099,174.8555631,-37.0045003
Northern,"Tamaki River, Waipuna",R11/1436,Area C - Feature 4 - sample of slabs from a burnt storehouse.,Wk5057,590,50,-27.3,Charcoal,Cyathean dealbata,Clough and Turner 1998,5913018,1764979,174.8520312,-36.91443275
Northern,Puhinui,R11/25,"Area D, Square v/19, Subsquare 10/1. Sample is from the base of a brown loam agricultural soil which was dumped on top of a yellow-brown scoriaceous loam base.",NZ5167,566,85,-25,Charcoal,Leptospermum sp. ,Baquie and Lawlor 1995/Database,5902027,1764061,174.8441184,-37.01361975
Northern,Puhinui,R11/25,"Area A, Square v/12, Subsquare 6/6. Sample from the base of a stratified midden deposit.",NZ5170,352,56,-26.6,Charcoal,Hebe sp. - dominant; Melicytus sp. [probably ramiflorus] - trace,Baquie and Lawlor 1995/Database,5902027,1764061,174.8441184,-37.01361975
Northern,Westfield,R11/898,Area A pit 4from base of pit,Wk2030,340,45,-30.1,Charcoal,Cyathea medullaris,NZRD,5911717,1764482,174.8467373,-36.92624141
Northern,Waikorea Beach,R14/55,W1 wind deflated scatter,Wk1899,560,40,-25.7,Charcoal,"Pennantia corymbosa - dominant; shrub sp., unidentified",NZRD,5814014,1762852,174.849938,-37.80675176
Northern,Kaiwaka Point Pa,R15/255,Layer I - shell midden,NZ6272,268,81,-24.99,Charcoal,"Leptospermum scoparium - dominant; Lophomyrtus obaordata, Coprosma sp., unidentified - minor",NZRD,5783914,1764495,174.8754736,-38.07760304
Northern,Kaiwaka Point Pa,R15/255,"Feature B, Layer II",NZ6273,322,81,-24.99,Charcoal,"Leptospermum scoparium - dominant; Lophomyrtus obaordata, Coprosma sp., Pseudopanax sp. - minor",NZRD,5783914,1764495,174.8754736,-38.07760304
Northern,Taharoa,R16/10,"Area E, Pit E2",NZ5237,397,55,25.8,Charcoal,"Hebe sp., Coprosma sp., Leptospermum sp., Myoporum laetum , Melicytus sp.; Podocarpus totara/hallii - trace",NZRD,5773294,1749808,174.7103246,-38.1758279
Central,Whitireia,R26/115,"Pit fill, containing fragments of burnt bracken ferm",NZ2696,75,32,-24.2,Charcoal,Pteridium esculentum,NZRD,5449256,1754980,174.8453305,-41.09320053
Central,Mana Island,R26/141,Layer 2,NZ7887,556,71,-26.5,Charcoal,"Kunzea ericoides, Melicytus ramiflorus Coprosma sp.",NZRD,5449286,1749850,174.7842696,-41.09389235
Central,Mana Island,R26/141,Layer 2,NZ7888,588,72,-25.3,Charcoal,"Schefflera digitata, Carpodetus serratus, Pseudopanax arboreus, Macropiper excelsa, Melicytus ramiflorus, Hoheria sp., Coprosma sp., Hebe sp., Olearia sp.",NZRD,5449286,1749850,174.7842696,-41.09389235
Central,Mana Island,R26/141,Single shallow cultural deposit at southern end of site,NZ7890,556,89,-25.4,Charcoal,"Macropiper excelsus, Coprosma sp., Pseudopanax arboreus, Olearia sp., Melicytus ramiflorus, Hebe sp., Pittosporum eugenoides",NZRD,5449286,1749780,174.7834365,-41.09390525
Central,Mana Island,R26/141,Single shallow cultural deposit at southern end of site,NZ7891,434,65,-24.9,Charcoal,"Coprosma sp., Olearis sp.",NZRD,5449286,1749780,174.7834365,-41.09390525
Northern,Kay Road,S14/204,Modified soil,Wk2705,310,150,-27.4,Charcoal,Beilschmeidia tawa - 6 pieces of twig and 10 pieces of tawa,NZRD,5816072,1800855,175.2807831,-37.78064961
Northern,Broomfields Road,R11/330,,Wk19194,419,32,-24.6,Charcoal,Short lived,Phillips 2006,5912036,1774080,174.954371,-36.9216435
Northern,Mangakaware 3,S15/18,"Trench E, house 1",NZ1125,286,83,-25,Wood,Punga,NZRD,5799215,1795000,175.2188924,-37.9337377
Northern,Crater Hill,R11/602a,The earliest layer.,WK2023,320,45,-27.4,Charcoal,"Hebe sp. - 95%, unspecified - 5% - twigs",Baquie and Lawlor 1995/Database,5905013,1761995,174.8202647,-36.98707481
Northern,Crater Hill,R11/602b,The later layer. ,Wk2024,330,45,-25.8,Charcoal,"Hebe sp. - 90%, Pseudopanax sp. - 10% - twigs",Baquie and Lawlor 1995/Database,5905013,1761995,174.8202647,-36.98707481
Northern,Manukau Harbour,R11/859,Area B Feature 3549,Wk27373,403,30,-24.8,Charcoal,Coprosmas sp.,Campbell 2011,5903527,1756420,174.7579565,-37.00140785
Central,Himatangi Beach ,S24/26,Deflated dune midden,NZ6267,456,55,-25.6,Charcoal,"Shefflera digitata dominant; Vitex lucens, Podocarpus totara group minor",NZRD,5527091,1789181,175.2287669,-40.38531014
Northern,Manukau Harbour,R11/859,Area E Feautre 594,Wk28701,426,35,-23.2,Charcoal,Mangrove,Campbell 2011,5903527,1756420,174.7579565,-37.00140785
Northern,Manukau Harbour,R11/859,Area A Featuer 2837,Wk28702,246,36,-26.1,Charcoal,"Coriaria sp., Hebe sp., Coprosma sp., Leptospermum sp.",Campbell 2011,5903527,1756420,174.7579565,-37.00140785
Northern,Hahei,T11/326,IXVIII 2&4 firepit in layer 3,NZ4950,300,45,-26.5,Charcoal,"Melicytus ramiflorus, Hebe sp. - codominant; Agathis australis - subdominant; Pittosporum sp. - minor",NZRD,5918897,1850742,175.8119775,-36.84260124
Northern,Hahei,T11/326,IXVIII 2&4 firepit in layer 3,NZ4951,556,61,-25.4,Charcoal,"Pittosporum sp, Melicytus ramiflorus - codominant; Agathis australis - minor; Pseudopanax colensoi/arboreus group - rare",NZRD,5918897,1850742,175.8119775,-36.84260124
Northern,Hahei,T11/326,LXVI - 2 and LXVII - 1 from a firescoop in layer 3-4,NZ4952,549,59,-25,Charcoal,"Melicytus ramiflorus - dominant; Melicope sp., Hebe sp., Agathis australis, Podocarpus totara/hallii - codominant; unidentified dicot, Metrosideros sp. - minor",NZRD,5918897,1850742,175.8119775,-36.84260124
Northern,Hahei,T11/326,JXIII - firepit in layer 3,NZ4953,700,60,-25,Charcoal,"Podocarpus totara/hallii - dominant; Melicope sp. - subdominant; Metrosideros sp., Agathis australis, Melicytus ramiflorus, Pseudopanax colensoi/arboreus, fern, unidentified dicot - minor",NZRD,5918897,1850742,175.8119775,-36.84260124
Northern,Manukau Harbour,R11/859,Area I Feature 1937,Wk28705,377,30,-27.3,Charcoal,"Pteridium sp., Coriaria sp., Hebe sp.",Campbell 2011,5903527,1756420,174.7579565,-37.00140785
Northern,Horotiu,S14/222,Feature 4 - Layer 3,Wk28967,329,30,-22.8,Wood,Seeds,Hoffman 2011,5823837,1794266,175.2039384,-37.71213764
Northern,Horotiu,S14/222,Feature 2 - Layer 3,Wk28968,332,30,-22.4,Wood,Seeds,Hoffman 2011,5823837,1794266,175.2039384,-37.71213764
Northern,Puriri River 340,T12/340,phase IIPuriri River T12/340 D2: Area D2 - phase II midden. ,Wk2641,110,45,-25.3,Charcoal,Leptospermum ericoides - 10 pc; Hebe sp. - 5 pc; Quintinia serrata - 2 pc; Pseudopanax arboreus - 1 pc; Melicytus ramiflorus - 1 pc; Coprosma sp. - 1 pc; Olearia sp. - 1 pc,NZRD,5876258,1832612,175.6220344,-37.23119794
Northern,Cambridge Bypass,S15/66,Feature 4 ,Wk26296,223,33,-25.1,Charcoal,Pteridium sp.,Mallows 2009c,5803775,1819433,175.4952966,-37.8871083
Northern,Cambridge Bypass,S15/66,Feature 6,Wk26297,154,30,-26.9,Charcoal,Olearia sp.,Mallows 2009c,5803775,1819433,175.4952966,-37.8871083
Northern,Cambridge Bypass,S15/66,Feature 16,Wk26298,347,30,-27.6,Charcoal,Ripogonum sp. ,Mallows 2009c,5803775,1819433,175.4952966,-37.8871083
Northern,Great Mercury Island,T10/944a,Upper hangi,Wk25353,455,30,-24.2,Charcoal,Ngaio and pohutakawa twigs,Furey 2009,5945070,1849149,175.7856009,-36.60735716
Northern,Puriri River 882,T12/882,Phase IIPuriri River T12/882: Very large phase II midden lying directly on top of the natural clay. The midden averages 20cm thick and is associated with stake holes and a hearth.,Wk2640,110,55,-27.2,Charcoal,"bark of Leptospermum scoparium, Myrsine australis, Hebe sp.",NZRD,5876143,1831861,175.6136129,-37.23242055
Central,Okoropunga,T28/47,Palaeosol from underneath a stone row,NZ3114,337,79,-25.6,Charcoal,Coprosma sp. Hebe sp.,NZRD,5409073,1821373,175.6497691,-41.4394122
Central,Okoropunga ,T28/47,Under stone row,NZ3115,531,58,-25.6,Charcoal,"Coprosmas sp. Dominant, Podocarpus totara minor",NZRD,5408773,1820872,175.6438881,-41.44224951
Northern,Great Mercury Island,T10/944b,Hangi,Wk25354,149,30,-25.8,Charcoal,"Ngaio, coprosmam, manuka, five finger",Furey 2009,5945070,1849149,175.7856009,-36.60735716
Northern,Welcome Bay,U14/177,Umu-ti.,NZ6304,89,54,-25.7,Charcoal,Melicytus ramiflorus - dominant; Hebe sp. - minor; Leptospermum sp. - minor; unidentified - minor,NZRD,5818610,1887493,176.262341,-37.73467954
Northern,Whangamata waste water,T12/1243,Feature 20 - Oven,Wk22531,273,33,-23.8,Charcoal,Leptospermum scoparium,Mallows 2009,5878329,1853872,175.8607141,-37.20700716
Northern,Oruarangi Pa,T12/192,"Square 3 - northern edge of the site. Layer E - blue mud containing bracken, shell, wood and stone. ",NZ4179,277,40,-24.9,Charcoal,Pteridium sp.,Best 1980/NZRD,5878001,1829173,175.5827701,-37.21635409
Northern,Pukehue Pa,T12/299,"Area A, layer 2",Wk3038,160,45,-25,Charcoal,"Leptospermum scoparium, Hebe sp., Pseudopanax arboreus, Dracophyllum sp.",Allen et al. 1994,5880938,1828351,175.5726164,-37.19010797
Northern,Whetukura Pa,T12/345a,Layer 2,Wk2950,290,50,-26,Charcoal,"Dodonaea viscosa, Hebe sp., Leptospermum scoparium, Pseudopanax arboreus, Pseudopanax crassifolius, Lophomurtus bullata, Olearia sp., unidentified shrub",Allen et al. 1994,5880038,1828353,175.5729141,-37.19821201
Northern,Whetukura Pa,T12/345b,Layer 5,Wk2951,290,90,-25.4,Charcoal,"Pseudopanax arboreus, Pittosporum sp., Dracophyllum sp., unidentified shrub",Allen et al. 1994,5880038,1828353,175.5729141,-37.19821201
Northern,Hurumoimoi Pa,T12/347a,Sample from orginal land clearance,Wk2852,350,60,-26,Charcoal,Hebe sp. - 12 pc; Leptospermum scoparium - 7 pc; Pseudopanax arboreus - 5 pc; Pittosporum sp. - 4 pc; unidentified shrub,Allen et al. 1994,5880237,1828052,175.5694649,-37.19649359
Northern,Hurumoimoi Pa,T12/347b,Hangi from layer 3,Wk2853,70,54,-26,Charcoal,Olearia sp. - 9 pc; Avicennia resinifera - 5 pc; Leptospermum scoparium - 5 pc; Hoheria sp. - 3 pc; Dodonaea viscosa - 1 pc; unidentified shrub - 1 pc,Allen et al. 1994,5880237,1828052,175.5694649,-37.19649359
Northern,Ongarahu,U14/157,Pit fill under defensive bank,Wk31086,220,31,-27.2,Charcoal,"Coriaria sp., mapou, puriri twigs.",Furey 2011a,5828325,1868772,176.046606,-37.65292522
Northern,Papamoa Hills,U14/1810,"Area X, base of terrace",Wk14091,222,27,-24,Charcoal,Coriaria sp.,Gumbley 2004,5817191,1889017,176.2801727,-37.74696873
Northern,Papamoa Hills,U14/1810,"Area Y, base of ditch fill",Wk14092,195,30,-25.8,Charcoal,Short lived species,Gumbley 2004,5817191,1889017,176.2801727,-37.74696873
Northern,Oropi Road,U14/1945,"Trench 1, Hangi Feature. Sample 4",Wk13117,355,35,-28.9,Charcoal,Melicytus sp.  ,Campbell and Paihana 2003,5817261,1876747,176.1410852,-37.75013073
